,Symbol,Name,Market sector,Market segment,Profit - pre tax (m),Profit - retained (m),Turnover (m),Attributable Profit,Market segment
272,"BEE","Baring Emerging Europe Plc",ON15,SET3,5.38,0.81,6.32,5.30,
273,"BEG","Begbies Traynor Group Plc",ASM6,AMSM,4.05,"-5.05",110.00,"-0.50",
274,"BELL","Belluscura Plc",AMQ1,ASQ1,"-3.86","-3.86",310.81,"-3.86",
275,"BEM","Beowulf Mining Plc",AMQ1,ASQ1,"-1.49","-1.35",,"-1.35",
276,"BEMO","Barings Emerging Emea Opportunities Plc",ON15,SET3,3.45,2.91,4.49,2.91,
277,"BEN","Bens Creek Group Plc",AMQ1,ASQ1,3.45,2.91,4.49,2.91,
278,"BERI","Blackrock Energy And Resources Income Trust Plc",SSC5,SSMM,4.95,"-0.04",5.64,4.58,
279,"BERM","Bermele Plc",SQS3,SSQ3,"-0.51","-0.54",,"-0.54",
280,"BEY","Barryroe Offshore Energy Plc",AMQ1,ASQ1,"-0.51","-0.54",,"-0.54",
281,"BEZ","Beazley Plc",FS10,SET1,273.01,228.28,2474.50,228.28,
282,"BFSP","Blackfinch Spring Vct Plc",SQQ3,SSQ3,273.01,228.28,2474.50,228.28,
283,"BGCG","Baillie Gifford China Growth Trust Plc",SSC5,SSMM,0.71,"-3.84",1.60,0.59,
284,"BGEO","Bank Of Georgia Group Plc",F25F,STMM,191.64,172.97,442.35,172.97,
285,"BGEU","Baillie Gifford European Growth Trust Plc",SSC5,SSMM,1.85,0.27,3.26,1.53,
286,"BGFD","Baillie Gifford Japan Trust Plc",F25F,STMM,9.06,3.20,17.22,7.34,
287,"BGHL","Boussard & Gavaudan Holding Limited",SQNC,SSX3,19.51,19.51,,19.51,
288,"BGHS","Boussard & Gavaudan Holding Limited",SQQ3,SSQ3,16.51,16.51,,16.51,
289,"BGLC","Blackstone / Gso Loan Financing Limited",SFQQ,SFM2,16.51,16.51,,16.51,
290,"BGLF","Blackstone Loan Financing Limited",SQQ3,SSQ3,33.53,33.42,,33.42,
291,"BGLP","Blackstone Loan Financing Limited",SQQ3,SSQ3,33.53,33.42,,33.42,
292,"BGO","Bango Plc",AMQ1,ASQ1,0.61,4.67,12.16,4.67,
293,"BGS","Baillie Gifford Shin Nippon Plc",SSC5,SSMM,1.64,0.90,7.44,0.90,
294,"BGUK","Baillie Gifford Uk Growth Trust Plc",SSC5,SSMM,6.74,3.02,7.79,6.74,
295,"BHGG","Bh Global Limited",SSC6,SSMM,86.94,86.94,,86.94,
296,"BHL","Bradda Head Lithium Limited",AMQ1,ASQ1,"-2.65","-2.65",1.80,"-2.65",
297,"BHMG","Bh Macro Limited",F25T,STMM,"-27.11","-27.11",,"-27.11",
298,"BHP","Bhp Group Limited",SMEU,SSMU,27248.25,10730.07,54679.04,25408.78,
299,"BHRD","Be Heard Group Plc",AMQ1,ASQ1,"-7.93","-7.28",55.84,"-7.28",
300,"BIDS","Bidstack Group Plc",AMQ1,ASQ1,"-7.96","-6.30",2.62,"-6.30",
301,"BIFF","Biffa Plc",F25S,STMM,"-28.60","-17.60",1443.20,"-17.60",
302,"BIG","Big Technologies Plc",AE50,AMSM,13.72,12.79,37.63,12.79,
303,"BIH","Boston International Holdings Plc",SQSL,SSX3,"-0.43","-0.43",,"-0.43",
304,"BILL","Billing Services Group Limited",AIMP,ASX1,"-7.38","-7.11",12.64,"-6.13",
305,"BILN","Billington Holdings Plc",AIMP,ASX1,0.18,0.07,82.72,0.07,
306,"BIOG","Biotech Growth Trust (the) Plc",SSC5,SSMM,0.16,0.01,1.08,0.01,
307,"BIOM","Biome Technologies Plc",AMQ1,ASQ1,"-1.17","-1.14",5.73,"-1.14",
308,"BION","Bion Plc",AMQ1,ASQ1,1.11,"-0.19",24.06,"-0.19",
309,"BIPS","Invesco Bond Income Plus Limited",SSC6,SSMM,16.10,1.66,17.58,16.02,
310,"BIRD","Blackbird Plc",AIMP,ASX1,"-2.17","-2.13",2.07,"-2.13",
311,"BIRG","Bank Of Ireland Group Plc",ON10,SET3,1221.00,1048.00,,1048.00,
312,"BISI","Bisichi Plc",SQSL,SSX3,2.50,1.49,50.52,1.49,
313,"BKG","Berkeley Group Holdings (the) Plc",FS10,SET1,551.50,482.40,2348.00,482.40,
314,"BKIC","Bank Irel.pf.a",SQSL,SSX3,551.50,482.40,2348.00,482.40,
315,"BKS","Beeks Financial Cloud Group Plc",AMQ1,ASQ1,1.25,1.60,11.62,1.60,
316,"BKY","Berkeley Energia Limited",SQS3,SSQ3,"-2.66","-2.66",0.58,"-2.66",
317,"BLND","British Land Company Plc",FS10,SET1,958.00,803.00,410.00,958.00,
318,"BLOC","Blockchain Worldwide Plc",SQS3,SSQ3,"-0.38","-0.38",,"-0.38",
319,"BLOE","Block Energy Plc",AMQ1,ASQ1,"-4.78","-4.58",6.11,"-4.58",
320,"BLP","Blue Planet Investment Trust Plc",SQQ3,SSQ3,0.06,"-1.06",0.59,0.03,
321,"BLTG","Blancco Technology Group Plc",AMQ1,ASQ1,"-0.18",1.15,33.38,1.15,
322,"BLU","Blue Star Capital Plc",AIMP,ASX1,2.13,2.13,,2.13,
323,"BLV","Belvoir Group Plc",AMQ1,ASQ1,9.30,4.10,29.65,7.38,
324,"BLVN","Bowleven Plc",AMQ1,ASQ1,"-1.43","-1.43",,"-1.43",
325,"BMD","Baronsmead Second Venture Trust Plc",SQQ3,SSQ3,2.26,"-13.92",4.01,1.98,
326,"BME","B&m European Value Retail S.a.",FS10,SET1,525.00,"-8.00",4673.00,422.00,
327,"BMK","Benchmark Holdings Plc",AF50,AMSM,"-9.18","-12.89",125.06,"-12.89",
328,"BMN","Bushveld Minerals Limited",AMQ1,ASQ1,"-34.60","-31.14",79.02,"-31.14",
329,"BMS","Braemar Plc",SQQ3,SSQ3,9.36,5.09,111.78,5.09,
330,"BMT","Braime Group Plc",AIMP,ASX1,1.24,0.71,20.07,0.81,
331,"BMTO","Braime Group Plc",AIMP,ASX1,1.07,0.49,36.41,0.66,
332,"BMV","Bluebird Merchant Ventures Ltd",SQS3,SSQ3,5.57,5.57,,5.57,
333,"BMY","Bloomsbury Publishing Plc",SSC5,SSMM,22.18,1.73,230.11,16.89,
334,"BNC","Banco Santander S.a.",SMEU,SSMU,10614.37,2320.39,29857.83,5513.24,
335,"BNKR","Bankers Investment Trust Plc",F25F,STMM,31.07,0.10,35.03,28.37,
336,"BNZL","Bunzl Plc",FS10,SET1,568.70,262.40,10285.10,442.80,
337,"BOCH","Bank Of Cyprus Holdings Public Limited Company",SMEV,SSMU,30.38,24.98,635.11,24.98,
338,"BOD","Botswana Diamonds Plc",AMQ1,ASQ1,"-0.47","-0.47",,"-0.47",
339,"BOIL","Baron Oil Plc",AMQ1,ASQ1,"-1.13","-1.13",,"-1.13",
340,"BOKU","Boku Inc.",AMSR,ASX1,3.24,2.86,51.15,2.86,
341,"BON","Bonmarche Holdings Plc",SQQ3,SSQ3,8.00,2.91,186.01,6.37,
342,"BONH","Bonhill Group Plc",AIMP,ASX1,"-8.47","-7.95",16.36,"-7.95",
343,"BOO","Boohoo Group Plc",ASM6,AMSM,7.80,"-4.00",1928.80,"-4.00",
344,"BOOK","Literacy Capital Plc",SFQQ,SFM2,81.05,78.93,85.57,78.93,
345,"BOOM","Audioboom Group Plc",AMQ1,ASQ1,1.71,6.99,60.32,6.99,
346,"BOOT","Boot (henry) Plc",SSC5,SSMM,35.14,20.56,230.60,28.16,
347,"BOR","Borders & Southern Petroleum Plc",ASM7,AMSM,"-0.76","-0.76",,"-0.76",
348,"BOTB","Best Of The Best Plc",AMQ1,ASQ1,5.14,"-0.91",34.68,4.26,
349,"BOU","Bould Opportunities Plc",AMQ1,ASQ1,"-1.73","-2.06",0.07,"-2.06",
350,"BOWL","Hollywood Bowl Group Plc",SSC5,SSMM,0.46,1.73,71.88,1.73,
351,"BOXE","Tritax Eurobox Plc",ON10,SET3,0.46,1.73,71.88,1.73,
352,"BOY","Bodycote Plc",F25F,STMM,77.50,10.50,615.80,59.50,
353,"BP.","Bp Plc",FE10,SET1,11259.95,2411.42,116643.69,5594.11,
354,"BP.A","Bp 8%pf",SQS3,SSQ3,11259.95,2411.42,116643.69,5594.11,
355,"BP.B","Bp 9% 2nd Prf",SQS3,SSQ3,11259.95,2411.42,116643.69,5594.11,
356,"BPCP","Biopharma Credit Plc",ON15,SET3,11259.95,2411.42,116643.69,5594.11,
357,"BPM","B.p. Marsh & Partners Plc",AIMP,ASX1,19.39,16.61,24.34,17.48,
358,"BPT","Bridgepoint Group Plc",F25T,STMM,62.60,57.80,270.60,57.80,
359,"BRBY","Burberry Group Plc",FS10,SET1,511.00,177.00,2826.00,396.00,
360,"BRCI","Blackrock Com",ON10,SET3,5.73,0.44,6.36,5.14,
361,"BRCK","Brickability Group Plc",AMQ1,ASQ1,18.41,6.29,520.17,12.39,
362,"BRD","Bluerock Diamonds Plc",AMQ1,ASQ1,"-1.35","-1.22",7.85,"-1.22",
363,"BREE","Breedon Group Plc",ASM6,AMSM,114.30,70.10,1232.50,78.50,
364,"BRES","Blencowe Resources Plc",SQS3,SSQ3,"-0.69","-0.69",,"-0.69",
365,"BRFI","Blackrock Frontiers Investment Trust Plc",SSC5,SSMM,12.82,"-0.41",14.06,11.07,
366,"BRGE","Blackrock Greater Europe Investment Trust Plc",SSC5,SSMM,4.28,"-1.66",5.95,3.60,
367,"BRH","Braveheart Investment Group Plc",AIMP,ASX1,1.55,1.45,2.94,1.45,
368,"BRIG","Blackrock Income And Growth Investment Trust Plc",SQQ3,SSQ3,1.57,"-0.02",1.93,1.56,
369,"BRK","Brooks Macdonald Group Plc",AF50,AMSM,25.09,11.07,118.21,19.64,
370,"BRLA","Blackrock Latin American Investment Trust Plc",SSC5,SSMM,8.08,"-0.78",9.02,7.58,
371,"BRNA","Blackrock North American Income Trust Plc",SSC5,SSMM,5.01,"-1.44",5.67,4.34,
372,"BRS","Beacon Rise Holdings Plc",SQS3,SSQ3,"-0.47","-0.47",,"-0.47",
373,"BRSA","Blackrock Sustainable American Income Trust Plc",SSC6,SSMM,"-0.47","-0.47",,"-0.47",
374,"BRSC","Blackrock Smaller Co Trust Plc",F25T,STMM,17.34,0.88,20.39,17.23,
375,"BRSD","Brandshield Systems Plc",AMQ1,ASQ1,"-6.30","-6.30",4.13,"-6.30",
376,"BRW","Brewin Dolphin Holdings Plc",ON5,SET3,72.53,12.67,404.08,55.32,
377,"BRWM","Blackrock World Mining Trust Plc",F25T,STMM,84.02,35.70,87.68,78.91,
378,"BRY","Brady Plc",AIMP,ASX1,"-1.14","-2.08",23.16,"-2.08",
379,"BRYA","Brady.assd.cash",AIMN,ASXN,"-1.14","-2.08",23.16,"-2.08",
380,"BSC","British Smaller Companies Vct2 Plc",SQQ3,SSQ3,"-0.13","-8.89",0.66,"-0.13",
381,"BSD","B.s.d Crown Ltd",SMEX,SSMU,"-2.97","-3.54",37.56,"-3.54",
382,"BSE","Base Resources Limited",AMQ1,ASQ1,64.58,11.25,158.32,45.80,
383,"BSFA","Bsf Enterprise Plc",SQS3,SSQ3,64.58,11.25,158.32,45.80,
384,"BSIF","Bluefield Solar Income Fund Limited",F25T,STMM,24.52,24.52,0.74,24.52,
385,"BSRT","Baker Steel Resources Trust Limited",SQQ3,SSQ3,0.70,0.70,,0.70,
386,"BST","Big Sofa Technologies Group Plc",AMQ1,ASQ1,"-3.70","-3.49",1.68,"-3.49",
387,"BSV","British Smaller Companies Vct Plc",SQQ3,SSQ3,"-0.03","-9.71",1.06,"-0.03",
388,"BT.A","Bt Group Plc",FS10,SET1,1963.00,1046.00,20850.00,1274.00,
389,"BTEM","British Empire Trust Plc",F25F,STMM,21.83,6.73,26.21,21.17,
390,"BTG","Btg Plc",ON5,SET3,"-70.60",15.00,620.50,15.00,
391,"BUMP","Seraphine Group Plc",ON15,SET3,"-35.98","-33.92",46.02,"-33.92",
392,"BUR","Burford Capital Limited",ASM6,AMSM,"-43.96","-83.65",112.52,"-53.29",
393,"BUT","Brunner Investment Trust Plc",SSC5,SSMM,9.83,0.10,11.49,8.69,
394,"BVA","Banco Bilbao Vizcaya Argentaria S.a.",SMEV,SSMU,9.83,0.10,11.49,8.69,
395,"BVC","Batm Advanced Communications Ld",ON10,SET3,18.44,10.60,103.55,10.60,
396,"BVIC","Britvic Plc",F25F,STMM,142.90,28.40,1405.10,103.20,
397,"BVS","Bovis Homes Group Plc",F25F,STMM,168.07,6.91,1061.40,136.57,
398,"BVT","Baronsmead Venture Trust Plc",SQQ3,SSQ3,2.33,"-12.68",3.68,2.00,
399,"BVX","Bivictrix Therapeutics Plc",AMQ1,ASQ1,"-2.53","-2.34",,"-2.34",
400,"BVXP","Bioventix Plc",AMQ1,ASQ1,8.23,0.70,10.31,7.20,
401,"BWN","Bowen Fintech Plc",SQS3,SSQ3,8.23,0.70,10.31,7.20,
402,"BWNG","Brown (n) Group Plc",ASM7,AMSM,14.40,16.20,487.00,16.20,
403,"BWRA","Bristol Wtr.8t%",SQS3,SSQ3,14.40,16.20,487.00,16.20,
404,"BWSA","Bristol&w.prf",SQS3,SSQ3,14.40,16.20,487.00,16.20,
405,"BWY","Bellway Plc",F25F,STMM,479.00,286.00,3122.50,390.70,
406,"BYG","Big Yellow Group Plc",F25F,STMM,265.82,206.38,135.24,265.19,
407,"BYIT","Bytes Technology Group Plc",F25T,STMM,41.57,32.85,447.94,32.85,
408,"BYOT","Byotrol Plc",AIMP,ASX1,1.04,0.88,11.21,0.88,
409,"BZT","Bezant Resources Plc",AMQ1,ASQ1,"-1.06","-1.06",,"-1.06",
410,"C21","21st Century Technology Plc",AIMP,ASX1,0.14,0.14,12.60,0.14,
411,"C4XD","C4x Discovery Holdings Plc",ASM7,AMSM,"-5.91","-3.84",,"-3.84",
412,"CAB","Cabot Energy Plc",AMQ1,ASQ1,"-5.60","-5.49",10.97,"-5.49",
413,"CAD","Cadogan Energy Solutions Plc",SQSL,SSX3,"-3.77","-3.75",6.50,"-3.75",
414,"CAL","Capital & Regional Plc",SSC5,SSMM,"-23.30","-26.40",70.00,"-26.40",
415,"CALL","Cloudcall Group Plc",AMQ1,ASQ1,"-3.11","-2.49",9.64,"-2.49",
416,"CAM","Camellia Plc",ASM7,AMSM,7.10,"-2.90",277.20,2.30,
417,"CAMA","Cambria Automobiles Plc",AIMN,ASXN,7.10,"-2.90",277.20,2.30,
418,"CAMB","Cambria Automobiles Plc",AMQ1,ASQ1,10.19,7.37,524.02,8.22,
419,"CAML","Central Asia Metals Plc",AS50,AMSM,80.84,33.52,165.18,62.25,
420,"CAPC","Capital & Counties Properties Plc",F25F,STMM,30.00,29.30,68.00,29.30,
421,"CAPD","Capital Limited",SSC5,SSMM,60.64,48.46,167.71,51.98,
422,"CAR","Carclo Plc",ON15,SET3,5.92,5.80,128.58,5.80,
423,"CARD","Card Factory Plc",SSC5,SSMM,11.10,8.10,364.40,8.10,
424,"CARR","Carr\'s Group Plc",ON10,SET3,12.05,2.22,417.25,7.71,
425,"CASP","Caspian Sunrise Plc",AIMP,ASX1,"-1.28","-2.50",10.46,"-2.50",
426,"CAU","Centaur Media Plc",SQQ3,SSQ3,1.36,"-0.03",39.08,1.42,
427,"CAY","Charles Stanley Group Plc",ON15,SET3,13.36,5.79,171.15,10.47,
428,"CBA","Ceiba Investments Limited",SFQQ,SFM2,"-21.40","-21.31",3.68,"-21.31",
429,"CBG","Close Brothers Group Plc",F25F,STMM,265.20,115.50,,202.10,
430,"CBOX","Cake Box Holdings Plc",AMQ1,ASQ1,7.74,4.84,32.96,7.32,
431,"CBP","Curtis Banks Group Plc",ASM6,AMSM,9.32,1.73,63.31,7.72,
432,"CBUY","Cloudbuy Plc",AIMP,ASX1,"-2.32","-2.08",1.11,"-2.08",
433,"CBX","Cellular Goods Plc",SQS3,SSQ3,"-2.32","-2.08",1.11,"-2.08",
434,"CCAP","Conduity Capital Plc",AMQ1,ASQ1,"-0.05","-0.05",,"-0.05",
435,"CCC","Computacenter Plc",F25F,STMM,248.00,122.90,6725.80,185.30,
436,"CCEP","Coca-cola Europacific Partners Plc",SMEU,SSMU,1382.00,344.00,13763.00,982.00,
437,"CCFS","Charter Court Financial Services Group Plc",ON5,SET3,158.20,114.10,224.90,120.80,
438,"CCH","Coca-cola Hbc Ag",FS10,SET1,618.02,263.73,6028.35,460.17,
439,"CCJI","Cc Japan Income & Growth Trust Plc",SSC5,SSMM,7.23,0.21,8.24,6.40,
440,"CCJS","Cc Japan Income & Growth Trust Plc",SQS3,SSQ3,7.23,0.21,8.24,6.40,
441,"CCL","Carnival Plc",F25F,STMM,"-7161.07","-7145.27",1434.92,"-7145.27",
442,"CCP","Celtic Plc",AIMP,ASX1,"-11.49","-12.60",60.78,"-12.60",
443,"CCR","C&c Group Plc",F25F,STMM,38.18,31.00,1500.63,31.00,
444,"CCRD","Cordiant Digital Infrastructure Limited",SFML,SFM1,38.18,31.00,1500.63,31.00,
445,"CCS","Crossword Cybersecurity Plc",AMQ1,ASQ1,"-2.45","-2.23",2.17,"-2.23",
446,"CCSL","Chenavari Capital Solutions Limited",SFQQ,SFM2,1.26,"-3.94",2.76,1.26,
447,"CCT","Character Group Plc",AMQ1,ASQ1,15.29,10.23,140.00,12.16,
448,"CCZ","Castillo Copper Limited",SQS3,SSQ3,15.29,10.23,140.00,12.16,
449,"CDFF","Cardiff Property Plc",SQQ3,SSQ3,1.26,0.87,0.60,1.08,
450,"CDL","Cloudbreak Discovery Plc",SQS3,SSQ3,"-0.90","-0.90",3.99,"-0.90",
451,"CDM","Codemasters Group Holdings Plc",AMQ1,ASQ1,12.24,11.57,76.05,11.57,
452,"CEG","Challenger Energy Group Plc",AMQ1,ASQ1,"-10.23","-10.23",,"-10.23",
453,"CEL","Celadon Pharmaceuticals Plc",AMQ1,ASQ1,"-0.72","-0.72",,"-0.72",
454,"CEPS","Ceps Plc",AIMP,ASX1,"-0.96","-0.94",11.86,"-0.94",
455,"CER","Cerillion Plc",AMQ1,ASQ1,7.25,4.70,26.07,6.43,
456,"CERP","Columbus Energy Resources Plc",AMQ1,ASQ1,"-2.70","-2.66",7.57,"-2.66",
457,"CEY","Centamin Plc",F25F,STMM,113.62,15.54,542.26,75.08,
458,"CFX","Colefax Group Plc",AIMP,ASX1,10.82,8.30,101.80,8.49,
459,"CFYN","Caffyns Plc",SQQ3,SSQ3,4.38,3.00,223.93,3.00,
460,"CGEO","Georgia Capital Plc",ON10,SET3,165.58,165.58,,165.58,
461,"CGH","Chaarat Gold Holdings Ltd",ASM6,AMSM,"-13.84","-16.42",55.58,"-16.42",
462,"CGI","Canadian General Investments Ld",SQS3,SSQ3,154.16,143.42,,154.16,
463,"CGL","Castelnau Group Limited",SFQQ,SFM2,"-11.99","-11.99",,"-11.99",
464,"CGNR","Conroy Gold & Natural Resources Plc",AIMP,ASX1,0.18,0.18,,0.18,
465,"CGO","Contango Holdings Plc",SQS3,SSQ3,"-3.30","-3.25",,"-3.25",
466,"CGS","Castings Plc",ON15,SET3,12.07,1.85,148.58,8.55,
467,"CGT","Capital Gearing Trust Plc",F25T,STMM,10.32,3.04,14.68,9.81,
468,"CGW","Chelverton Growth Trust Plc",SQQ3,SSQ3,"-0.12","-0.12",,"-0.12",
469,"CHAR","Chariot Limited",ASM6,AMSM,"-5.15","-5.15",,"-5.15",
470,"CHF","Chesterfield Resources Plc",SQS3,SSQ3,"-0.90","-0.90",,"-0.90",
471,"CHG","Chemring Group Plc",F25S,STMM,41.50,29.60,393.30,41.50,
472,"CHH","Churchill China Plc",AIMP,ASX1,5.96,4.17,60.84,4.17,
473,"CHI","Ct Uk High Income Trust Plc",SQQ3,SSQ3,"-15.27","-15.27",,"-15.27",
474,"CHIB","Ct Uk High Income Trust Plc",SQQ3,SSQ3,"-15.27","-15.27",,"-15.27",
475,"CHLL","Chill Brands Group Plc",SQS3,SSQ3,"-4.80","-4.85",0.32,"-4.85",
476,"CHRT","Cohort Plc",ASM7,AMSM,10.23,4.52,137.76,9.20,
477,"CHRY","Chrysalis Investments Limited",SSC5,SSMM,"-8.30","-8.30",,"-8.30",
478,"CIC","Conygar Investment Company Plc (the)",AMQ1,ASQ1,28.21,26.52,2.64,26.52,
479,"CIHL","Caribbean Investment Holdings Limited",AIMP,ASX1,14.29,11.24,,11.24,
480,"CIN","City Of London Group Plc",AMQ1,ASQ1,"-12.88","-12.88",11.87,"-12.88",
481,"CINE","Cineworld Group Plc",ON15,SET3,"-523.77","-418.39",1334.67,"-418.39",
482,"CINH","Cindrigo Holdings Limited",SQS3,SSQ3,"-2.02","-2.02",,"-2.02",
483,"CIP","Cip Merchant Capital Limited",AMQ1,ASQ1,"-3.43","-3.43",,"-3.43",
484,"CIPA","Cip Merchant Capital Limited",AIMN,ASXN,"-3.43","-3.43",,"-3.43",
485,"CIR","Circassia Group Plc",ASM6,AMSM,"-2.10",3.60,27.90,3.60,
486,"CIT","Cameron Investors Trust Plc",SQQ3,SSQ3,"-2.10",3.60,27.90,3.60,
487,"CIZ","Cizzle Biotechnology Holdings Plc",SQS3,SSQ3,"-3.96","-3.96",,"-3.96",
488,"CKN","Clarkson Plc",F25F,STMM,69.10,25.70,443.30,50.10,
489,"CKT","Checkit Plc",AIMP,ASX1,"-7.10","-6.80",13.30,"-6.80",
490,"CLA","Celsius Resources Limited",AMQ1,ASQ1,1.33,0.29,6.89,0.29,
491,"CLC","Calculus Vct Plc",SQNC,SSX3,"-0.28","-1.38",0.08,"-0.28",
492,"CLCO","Cloudcoco Group Plc",AIMP,ASX1,"-2.04","-2.13",8.11,"-2.13",
493,"CLDN","Caledonia Investments Plc",F25F,STMM,28.30,4.70,51.60,39.30,
494,"CLG","Clipper Logistics Plc",ON10,SET3,26.73,11.28,696.20,21.66,
495,"CLI","Cls Holdings Plc",F25F,STMM,91.50,88.70,139.80,119.50,
496,"CLIG","City Of London Investment Group Plc",SSC5,SSMM,9.41,0.57,33.26,7.56,
497,"CLIN","Clinigen Group Plc",ASM6,AMSM,51.80,20.20,523.60,30.30,
498,"CLL","Cello Health Plc",AIMP,ASX1,7.11,"-5.04",166.77,"-0.94",
499,"CLLN","Carillion Plc",ON10,SET3,146.70,45.30,5214.20,124.20,
500,"CLNR","Cluff Natural Resources Plc",AMQ1,ASQ1,"-2.36","-2.36",,"-2.36",
501,"CLON","Clontarf Energy Plc",AIMP,ASX1,"-0.46","-0.46",,"-0.46",
502,"CLSN","Calisen Plc",ON15,SET3,"-17.20","-27.00",248.10,"-27.00",
503,"CLSU","Clearstar Inc.",AMQ1,ASQ1,"-1.04","-1.05",17.31,"-1.05",
504,"CLTV","Cellcast Plc",AIMP,ASX1,"-0.30","-0.25",11.27,"-0.25",
505,"CLX","Calnex Solutions Plc",AMQ1,ASQ1,5.97,4.54,22.05,4.54,
506,"CMB","Cambria Africa Plc",AIMP,ASX1,0.20,0.06,0.88,0.06,
507,"CMBA","Cambria Automobiles Plc",AIMN,ASXN,0.20,0.06,0.88,0.06,
508,"CMCL","Caledonia Mining Corporation Plc",AMQ1,ASQ1,22.23,6.05,70.98,10.77,
509,"CMCX","Cmc Markets Plc",F25T,STMM,92.14,"-0.61",325.81,72.00,
510,"CMET","Capital Metals Plc",AMQ1,ASQ1,"-11.71","-11.71",0.13,"-11.71",
511,"CMH","Chamberlin Plc",AMQ1,ASQ1,"-10.39","-9.57",26.44,"-9.57",
512,"CML","Cml Microsystems Plc",AIMP,ASX1,1.74,"-7.73",16.96,1.24,
513,"CMO","Cmo Group Plc",AMQ1,ASQ1,"-4.42","-4.36",76.34,"-4.36",
514,"CMPG","Ct Global Managed Portfolio Trust Plc",SQQ3,SSQ3,3.28,0.11,4.38,3.26,
515,"CMPI","Ct Global Managed Portfolio Trust Plc",SQQ3,SSQ3,3.28,0.11,4.38,3.26,
516,"CMRS","Caerus Mineral Resources Plc",SQS3,SSQ3,3.28,0.11,4.38,3.26,
517,"CMX","Catalyst Media Group Plc",AIMP,ASX1,"-1.58","-1.77",0.02,"-1.77",
518,"CNA","Centrica Plc",FS10,SET1,767.00,1210.00,14744.00,1210.00,
519,"CNC","Concurrent Technologies Plc",AIMP,ASX1,3.48,0.94,20.45,2.85,
520,"CNCT","Connect Group Plc",ON10,SET3,"-37.60","-31.50",1467.90,"-31.50",
521,"CNE","Capricorn Energy Plc",F25F,STMM,646.08,661.46,42.22,661.46,
522,"CNEL","China New Energy Limited",AMQ1,ASQ1,537.01,519.89,2850.20,519.89,
523,"CNG","China Nonferrous Gold Limited",ASM7,AMSM,"-0.17","-4.62",53.24,"-4.62",
524,"CNIC","Centralnic Group Plc",AS50,AMSM,1.15,"-2.62",303.58,"-2.62",
525,"CNKS","Cenkos Securities Plc",AMQ1,ASQ1,3.95,1.48,37.23,3.40,
526,"CNN","Caledonian Trust Plc",AIMP,ASX1,0.46,0.46,4.55,0.46,
527,"CNR","Condor Gold Plc",AIMP,ASX1,"-2.33","-2.33",,"-2.33",
528,"CNS","Corero Network Security Plc",AIMP,ASX1,1.02,1.13,15.45,1.13,
529,"COA","Coats Group Plc",F25F,STMM,120.53,45.48,1112.02,65.74,
530,"COBR","Cobra Resources Plc",SQS3,SSQ3,"-1.68","-1.68",,"-1.68",
531,"COD","Compagnie De Saint-gobain",SMEV,SSMU,1454.00,1454.00,42573.00,1454.00,
532,"CODE","Northcoders Group Plc",AMQ1,ASQ1,"-0.52","-0.36",3.01,"-0.36",
533,"CODX","Codex Acquisitions Plc",SQS3,SSQ3,"-0.52","-0.36",3.01,"-0.36",
534,"COG","Cambridge Cognition Holdings Plc",AMQ1,ASQ1,0.25,0.45,10.09,0.45,
535,"COM","Comptoir Group Plc",AMQ1,ASQ1,1.53,1.64,20.71,1.64,
536,"COPL","Canadian Overseas Petroleum Limited",SQS3,SSQ3,"-5.06","-5.06",,"-5.06",
537,"CORA","Cora Gold Limited",AMQ1,ASQ1,"-1.30","-1.30",,"-1.30",
538,"CORD","Cordiant Digital Infrastructure Limited",SFML,SFM1,51.37,51.37,,51.37,
539,"CORO","Coro Energy Plc",AMQ1,ASQ1,"-4.79","-5.90",,"-5.90",
540,"COS","Collagen Solutions Plc",AMQ1,ASQ1,"-3.70","-3.37",4.01,"-3.37",
541,"COSA","Collagen Solutions Plc",AIMN,ASXN,"-3.70","-3.37",4.01,"-3.37",
542,"COST","Costain Group Plc",SSC5,SSMM,"-96.10","-7.80",978.40,"-7.80",
543,"CPC","City Pub Group Plc (the)",AMQ1,ASQ1,"-3.13","-2.87",35.36,"-2.87",
544,"CPG","Compass Group Plc",FE10,SET1,464.00,357.00,17908.00,357.00,
545,"CPH2","Clean Power Hydrogen Plc",AMQ1,ASQ1,"-3.46","-3.32",0.03,"-3.32",
546,"CPI","Capita Plc",SSC5,SSMM,285.60,224.70,3182.50,224.70,
547,"CPP","Cppgroup Plc",ASM8,AMSM,4.22,2.56,143.62,2.56,
548,"CPR","Carpetright Plc",ON10,SET3,"-24.80","-22.00",386.40,"-22.00",
549,"CPS","Cpl Resources Plc",AMQ1,ASQ1,22.24,13.77,516.25,19.00,
550,"CPT","Concepta Plc",AMQ1,ASQ1,"-2.49","-2.15",0.03,"-2.15",
551,"CPX","Cap-xx Limited",AMQ1,ASQ1,"-1.91","-1.91",2.22,"-1.91",
552,"CRC","Circle Property Plc",AMQ1,ASQ1,5.79,2.25,9.04,4.37,
553,"CRCL","Corcel Plc",AMQ1,ASQ1,"-1.48","-1.48",,"-1.48",
554,"CRDA","Croda International Plc",FS10,SET1,411.50,188.30,1889.60,320.80,
555,"CRDL","Cordel Group Plc",AMQ1,ASQ1,411.50,188.30,1889.60,320.80,
556,"CRE","Conduit Holdings Limited",SMEV,SSMU,"-31.06","-53.02",140.94,"-31.06",
